latitude,longitude,altitude,accuracy,provider,speed,timestamp,date,temperature,humidity,light,proximity,pressure,screen,audio,voluntary_id
-7.2311038,-35.8915194,0.0,16.0,fused,0.0,1567008216381,Wed Aug 28 13:03:38 GMT-03:00 2019,0.0,0.0,54.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567008232367,Wed Aug 28 13:03:53 GMT-03:00 2019,0.0,0.0,51.0,5.000305,0.0,true,Vibrate,15
-7.2311125,-35.8914682,0.0,16.125,fused,0.0,1567008246952,Wed Aug 28 13:04:08 GMT-03:00 2019,0.0,0.0,33.0,5.000305,0.0,true,Vibrate,15
-7.2311125,-35.8914682,0.0,16.125,fused,0.0,1567008263916,Wed Aug 28 13:04:23 GMT-03:00 2019,0.0,0.0,195.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567008279789,Wed Aug 28 13:04:41 GMT-03:00 2019,0.0,0.0,90.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008294839,Wed Aug 28 13:04:56 GMT-03:00 2019,0.0,0.0,89.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008311814,Wed Aug 28 13:05:11 GMT-03:00 2019,0.0,0.0,51.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008327032,Wed Aug 28 13:05:27 GMT-03:00 2019,0.0,0.0,41.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008342051,Wed Aug 28 13:05:42 GMT-03:00 2019,0.0,0.0,49.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008357068,Wed Aug 28 13:05:57 GMT-03:00 2019,0.0,0.0,49.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008372091,Wed Aug 28 13:06:12 GMT-03:00 2019,0.0,0.0,46.0,5.000305,0.0,true,Vibrate,15
-7.2311153,-35.8914596,0.0,17.6,fused,0.0,1567008387110,Wed Aug 28 13:06:27 GMT-03:00 2019,0.0,0.0,46.0,5.000305,0.0,true,Vibrate,15
