latitude,longitude,altitude,accuracy,provider,speed,timestamp,date,temperature,humidity,light,proximity,pressure,screen,audio,voluntary_id
-7.2401739,-35.9084317,0.0,17.035,fused,0.0,1567129494965,Thu Aug 29 22:44:55 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129524507,Thu Aug 29 22:45:24 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129539593,Thu Aug 29 22:45:39 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129554597,Thu Aug 29 22:45:54 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129569601,Thu Aug 29 22:46:09 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129584608,Thu Aug 29 22:46:24 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129599613,Thu Aug 29 22:46:39 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129614618,Thu Aug 29 22:46:54 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129629625,Thu Aug 29 22:47:09 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129644628,Thu Aug 29 22:47:24 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129659635,Thu Aug 29 22:47:39 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129674647,Thu Aug 29 22:47:54 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129689653,Thu Aug 29 22:48:09 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129704659,Thu Aug 29 22:48:24 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129719663,Thu Aug 29 22:48:39 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129734669,Thu Aug 29 22:48:54 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129749687,Thu Aug 29 22:49:09 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129764697,Thu Aug 29 22:49:24 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129779701,Thu Aug 29 22:49:39 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129794708,Thu Aug 29 22:49:54 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129809711,Thu Aug 29 22:50:09 GMT-03:00 2019,0.0,0.0,5.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129824720,Thu Aug 29 22:50:24 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2401572,-35.908419,0.0,24.334,fused,0.0,1567129839725,Thu Aug 29 22:50:39 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129858899,Thu Aug 29 22:50:58 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129873904,Thu Aug 29 22:51:13 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129888910,Thu Aug 29 22:51:28 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129903914,Thu Aug 29 22:51:43 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129918920,Thu Aug 29 22:51:58 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129933926,Thu Aug 29 22:52:13 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129948951,Thu Aug 29 22:52:28 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129969597,Thu Aug 29 22:52:49 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129984603,Thu Aug 29 22:53:04 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567129999610,Thu Aug 29 22:53:19 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130014616,Thu Aug 29 22:53:34 GMT-03:00 2019,0.0,0.0,1.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130029622,Thu Aug 29 22:53:49 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130044628,Thu Aug 29 22:54:04 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130059637,Thu Aug 29 22:54:19 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130074646,Thu Aug 29 22:54:34 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130089651,Thu Aug 29 22:54:49 GMT-03:00 2019,0.0,0.0,2.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130104658,Thu Aug 29 22:55:04 GMT-03:00 2019,0.0,0.0,1.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130119661,Thu Aug 29 22:55:19 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130134664,Thu Aug 29 22:55:34 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.2400932,-35.9083627,0.0,24.067,fused,0.0,1567130149679,Thu Aug 29 22:55:49 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130164543,Thu Aug 29 22:56:04 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130179603,Thu Aug 29 22:56:19 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130194607,Thu Aug 29 22:56:34 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130209614,Thu Aug 29 22:56:49 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130224629,Thu Aug 29 22:57:04 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130239635,Thu Aug 29 22:57:19 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,true,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130257441,Thu Aug 29 22:57:37 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,false,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130362188,Thu Aug 29 22:59:22 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.240266,-35.9084745,0.0,28.738,fused,0.0,1567130463792,Thu Aug 29 23:01:03 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401941,-35.9083788,0.0,32.348,fused,0.0,1567130538234,Thu Aug 29 23:02:18 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401941,-35.9083788,0.0,32.348,fused,0.0,1567130568930,Thu Aug 29 23:02:48 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401941,-35.9083788,0.0,32.348,fused,0.0,1567130642715,Thu Aug 29 23:04:02 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401941,-35.9083788,0.0,32.348,fused,0.0,1567130790346,Thu Aug 29 23:06:30 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401941,-35.9083788,0.0,32.348,fused,0.0,1567130808154,Thu Aug 29 23:06:48 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401806,-35.9084328,0.0,27.74,fused,0.0,1567130832696,Thu Aug 29 23:07:12 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401806,-35.9084328,0.0,27.74,fused,0.0,1567130851005,Thu Aug 29 23:07:31 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401806,-35.9084328,0.0,27.74,fused,0.0,1567130892624,Thu Aug 29 23:08:12 GMT-03:00 2019,0.0,0.0,1.0,8.0,0.0,false,Normal,21
-7.2401614,-35.9084621,0.0,25.785,fused,0.0,1567130976710,Thu Aug 29 23:09:36 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401614,-35.9084621,0.0,25.785,fused,0.0,1567130991824,Thu Aug 29 23:09:51 GMT-03:00 2019,0.0,0.0,7.0,8.0,0.0,false,Normal,21
-7.2401614,-35.9084621,0.0,25.785,fused,0.0,1567131036851,Thu Aug 29 23:10:36 GMT-03:00 2019,0.0,0.0,3.0,8.0,0.0,false,Normal,21
-7.2401614,-35.9084621,0.0,25.785,fused,0.0,1567131097634,Thu Aug 29 23:11:37 GMT-03:00 2019,0.0,0.0,4.0,8.0,0.0,false,Normal,21
-7.2400667,-35.9083667,0.0,22.496,fused,0.0,1567131182054,Thu Aug 29 23:13:02 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400554,-35.9083709,0.0,17.961,fused,0.0,1567131213574,Thu Aug 29 23:13:33 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400554,-35.9083709,0.0,17.961,fused,0.0,1567131258498,Thu Aug 29 23:14:18 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400568,-35.908371,0.0,17.972,fused,0.0,1567131289026,Thu Aug 29 23:14:49 GMT-03:00 2019,0.0,0.0,14.0,8.0,0.0,false,Normal,21
-7.2400568,-35.908371,0.0,17.972,fused,0.0,1567131331860,Thu Aug 29 23:15:31 GMT-03:00 2019,0.0,0.0,14.0,8.0,0.0,false,Normal,21
-7.2400568,-35.908371,0.0,17.972,fused,0.0,1567131355052,Thu Aug 29 23:15:55 GMT-03:00 2019,0.0,0.0,13.0,8.0,0.0,false,Normal,21
-7.2400568,-35.908371,0.0,17.972,fused,0.0,1567131562357,Thu Aug 29 23:19:22 GMT-03:00 2019,0.0,0.0,16.0,8.0,0.0,false,Normal,21
-7.2400566,-35.9083715,0.0,17.972,fused,0.0,1567131598800,Thu Aug 29 23:19:58 GMT-03:00 2019,0.0,0.0,16.0,8.0,0.0,false,Normal,21
-7.2400566,-35.9083715,0.0,17.972,fused,0.0,1567131626963,Thu Aug 29 23:20:26 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400566,-35.9083715,0.0,17.972,fused,0.0,1567131660783,Thu Aug 29 23:21:00 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400566,-35.9083715,0.0,17.972,fused,0.0,1567131683575,Thu Aug 29 23:21:23 GMT-03:00 2019,0.0,0.0,14.0,8.0,0.0,false,Normal,21
-7.2400566,-35.9083715,0.0,17.972,fused,0.0,1567131865952,Thu Aug 29 23:24:25 GMT-03:00 2019,0.0,0.0,15.0,8.0,0.0,false,Normal,21
-7.2400546,-35.9083721,0.0,17.962,fused,0.0,1567131931558,Thu Aug 29 23:25:31 GMT-03:00 2019,0.0,0.0,13.0,8.0,0.0,false,Normal,21
-7.2400457,-35.9083097,0.0,22.265,fused,0.0,1567131950856,Thu Aug 29 23:25:50 GMT-03:00 2019,0.0,0.0,0.0,0.0,0.0,false,Normal,21
