latitude,longitude,altitude,accuracy,provider,speed,timestamp,date,temperature,humidity,light,proximity,pressure,screen,audio,voluntary_id
-7.2311092,-35.8914445,0.0,16.447,fused,0.0,1567304256983,Sat Aug 31 23:17:53 GMT-03:00 2019,0.0,0.0,43.0,5.000305,0.0,true,Silent,23
-7.2311124,-35.891468,0.0,16.253,fused,0.0,1567304288415,Sat Aug 31 23:18:10 GMT-03:00 2019,0.0,0.0,17.0,5.000305,0.0,true,Silent,23
-7.2311137,-35.8914716,0.0,13.641,fused,0.0,1567304298546,Sat Aug 31 23:18:23 GMT-03:00 2019,0.0,0.0,17.0,5.000305,0.0,true,Silent,23
-7.2311148,-35.891476,0.0,15.849,fused,0.0,1567304318378,Sat Aug 31 23:18:40 GMT-03:00 2019,0.0,0.0,0.0,0.0,0.0,false,Silent,23
-7.2311038,-35.8915194,0.0,16.0,fused,0.0,1567304333629,Sat Aug 31 23:18:55 GMT-03:00 2019,0.0,0.0,0.0,0.0,0.0,false,Silent,23
-7.2311038,-35.8915194,0.0,16.0,fused,0.0,1567304349542,Sat Aug 31 23:19:11 GMT-03:00 2019,0.0,0.0,0.0,5.000305,0.0,false,Silent,23
-7.2311076,-35.8914634,0.0,16.615,fused,0.0,1567304379682,Sat Aug 31 23:19:44 GMT-03:00 2019,0.0,0.0,66.0,5.000305,0.0,true,Silent,23
-7.2311105,-35.8914537,0.0,16.809,fused,0.0,1567304394567,Sat Aug 31 23:19:56 GMT-03:00 2019,0.0,0.0,70.0,5.000305,0.0,true,Silent,23
-7.2311322,-35.8914362,0.0,16.215,fused,0.0,1567304409661,Sat Aug 31 23:20:11 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304425036,Sat Aug 31 23:20:26 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311113,-35.8914559,0.0,16.609,fused,0.0,1567304441354,Sat Aug 31 23:20:43 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311116,-35.8914557,0.0,16.606,fused,0.0,1567304457998,Sat Aug 31 23:20:59 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311259,-35.891443,0.0,16.067,fused,0.0,1567304473102,Sat Aug 31 23:21:14 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311156,-35.8914473,0.0,16.178,fused,0.0,1567304488609,Sat Aug 31 23:21:30 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311163,-35.8914469,0.0,16.37,fused,0.0,1567304504723,Sat Aug 31 23:21:47 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311326,-35.8914357,0.0,16.143,fused,0.0,1567304520045,Sat Aug 31 23:22:01 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311117,-35.8914558,0.0,16.607,fused,0.0,1567304535124,Sat Aug 31 23:22:17 GMT-03:00 2019,0.0,0.0,44.0,5.000305,0.0,false,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304550514,Sat Aug 31 23:22:31 GMT-03:00 2019,0.0,0.0,22.0,5.000305,0.0,false,Silent,23
-7.2311157,-35.8914471,0.0,16.389,fused,0.0,1567304581135,Sat Aug 31 23:23:02 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311325,-35.8914354,0.0,16.332,fused,0.0,1567304596188,Sat Aug 31 23:23:18 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304611248,Sat Aug 31 23:23:32 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311323,-35.8914356,0.0,16.308,fused,0.0,1567304626235,Sat Aug 31 23:23:51 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311322,-35.8914358,0.0,16.007,fused,0.0,1567304642368,Sat Aug 31 23:24:04 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304657593,Sat Aug 31 23:24:19 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304672954,Sat Aug 31 23:24:34 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.231109,-35.8914437,0.0,16.423,fused,0.0,1567304687400,Sat Aug 31 23:24:49 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.1,fused,0.0,1567304703371,Sat Aug 31 23:25:05 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311094,-35.8914539,0.0,16.34,fused,0.0,1567304718312,Sat Aug 31 23:25:23 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.4,fused,0.0,1567304733410,Sat Aug 31 23:25:35 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.1,fused,0.0,1567304748699,Sat Aug 31 23:25:50 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304765082,Sat Aug 31 23:26:06 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311322,-35.8914357,0.0,16.395,fused,0.0,1567304779361,Sat Aug 31 23:26:21 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.1,fused,0.0,1567304794841,Sat Aug 31 23:26:36 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.1,fused,0.0,1567304810165,Sat Aug 31 23:26:54 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311218,-35.8914435,0.0,16.439,fused,0.0,1567304825550,Sat Aug 31 23:27:07 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311153,-35.8914596,0.0,16.0,fused,0.0,1567304840922,Sat Aug 31 23:27:22 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.231109,-35.8914543,0.0,16.291,fused,0.0,1567304855573,Sat Aug 31 23:27:37 GMT-03:00 2019,0.0,0.0,8.0,5.000305,0.0,true,Silent,23
-7.2311082,-35.8914452,0.0,16.717,fused,0.0,1567304870655,Sat Aug 31 23:27:52 GMT-03:00 2019,0.0,0.0,13.0,5.000305,0.0,true,Silent,23
-7.2311157,-35.8914464,0.0,16.366,fused,0.0,1567304900555,Sat Aug 31 23:28:25 GMT-03:00 2019,0.0,0.0,31.0,5.000305,0.0,true,Silent,23
