latitude,longitude,altitude,accuracy,provider,speed,timestamp,date,temperature,humidity,light,proximity,pressure,screen,audio,voluntary_id
-7.255308,-35.9112755,0.0,33.185,fused,0.0,1566962604617,Wed Aug 28 00:23:24 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,33.185,fused,0.0,1566962666299,Wed Aug 28 00:24:26 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,33.185,fused,0.0,1566962726722,Wed Aug 28 00:25:26 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,33.185,fused,0.0,1566962782280,Wed Aug 28 00:26:22 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,33.185,fused,0.0,1566962798337,Wed Aug 28 00:26:38 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553209,-35.9112448,0.0,17.618,fused,0.0,1566962892297,Wed Aug 28 00:28:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2554294,-35.9111862,0.0,52.85,fused,0.0,1566962952517,Wed Aug 28 00:29:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553911,-35.9111788,0.0,30.559,fused,0.0,1566963015593,Wed Aug 28 00:30:15 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553911,-35.9111788,0.0,30.559,fused,0.0,1566963252537,Wed Aug 28 00:34:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,29.785,fused,0.0,1566963324212,Wed Aug 28 00:35:24 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255308,-35.9112755,0.0,29.785,fused,0.0,1566963552588,Wed Aug 28 00:39:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255375,-35.9111948,0.0,28.042,fused,0.0,1566963623585,Wed Aug 28 00:40:23 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255375,-35.9111948,0.0,28.042,fused,0.0,1566963683837,Wed Aug 28 00:41:23 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255375,-35.9111948,0.0,28.042,fused,0.0,1566963743715,Wed Aug 28 00:42:23 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.255375,-35.9111948,0.0,28.042,fused,0.0,1566963852673,Wed Aug 28 00:44:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553502,-35.9111789,0.0,51.42,fused,0.0,1566964152738,Wed Aug 28 00:49:12 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553969,-35.9111692,0.0,31.401,fused,0.0,1566964237619,Wed Aug 28 00:50:37 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553969,-35.9111692,0.0,31.401,fused,0.0,1566964344082,Wed Aug 28 00:52:24 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553969,-35.9111692,0.0,31.401,fused,0.0,1566964404358,Wed Aug 28 00:53:24 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553969,-35.9111692,0.0,31.401,fused,0.0,1566964466137,Wed Aug 28 00:54:26 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553694,-35.9112059,0.0,25.068,fused,0.0,1566964571522,Wed Aug 28 00:56:11 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553694,-35.9112059,0.0,25.068,fused,0.0,1566964782414,Wed Aug 28 00:59:42 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553486,-35.9112135,0.0,26.04,fused,0.0,1566964829501,Wed Aug 28 01:00:29 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553486,-35.9112135,0.0,26.04,fused,0.0,1566964870728,Wed Aug 28 01:01:10 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553486,-35.9112135,0.0,26.04,fused,0.0,1566965082883,Wed Aug 28 01:04:42 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553848,-35.9111769,0.0,29.17,fused,0.0,1566965382916,Wed Aug 28 01:09:42 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553503,-35.9112143,0.0,25.879,fused,0.0,1566965470759,Wed Aug 28 01:11:10 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553503,-35.9112143,0.0,25.879,fused,0.0,1566965701856,Wed Aug 28 01:15:01 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553875,-35.9111829,0.0,29.745,fused,0.0,1566965771014,Wed Aug 28 01:16:11 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
-7.2553875,-35.9111829,0.0,29.745,fused,0.0,1566965807147,Wed Aug 28 01:16:47 GMT-03:00 2019,0.0,0.0,0.0,5.0,0.0,false,Normal,17
